file,null_total,null_more_later,targ_total,targ_more_later,pval
ML16904a,30.362293144208
ML01818a,20.1276709401709
ML14247a,19.7641025641026
ML23402a,17.6917808219178
ML05962a,14.994061302682
ML11132a,14.8755431409063
ML216338a,14.4094202898551
ML17746a,14.3165760869565
ML13917a,13.2018140589569
ML01571a,11.7260599415205
ML154120a,9.78224206349206
ML46083a,9.44012345679012
ML074410a,7.23339628580422
ML148942a,6.92207792207792
ML01098a,6.71345029239766
ML010519a,6.69914657386693
ML25764a,6.64864864864865
ML17013a,6.64575163398693
ML02091a,6.63127240143369
ML21863a,6.56308851224106
ML124235a,6.41666666666667
ML074411a,5.89597622313672
ML35384a,5.69444444444444
ML01383a,5.69444444444444
ML01785a,5.63232323232323
ML071164a,5.32211538461538
ML06591a,5.28444444444444
ML17481a,5.06989247311828
ML056965a,4.54786036036036
ML079716a,3.92149330181245
ML18106a,3.80056179775281
ML11462a,3.66628614916286
ML056959a,3.40016103059581
ML189345a,3.38790684624018
ML273210a,3.30922431865828
ML45135a,3.21166666666667
ML145836a,3.19234006734007
ML02667a,3.14441127328124
ML14248a,3.0774231678487
ML01786a,3.06377151799687
ML00071a,3.02869352869353
ML311628a,2.75
ML13608a,2.71394799054374
ML03343a,2.69614512471655
ML14246a,2.55331541218638
ML00328a,2.51278659611993
ML10428a,2.49679487179487
ML10225a,2.49586288416076
ML05347a,2.2717519106408
ML10141a,2.19127988748242
ML000130a,2.17922008547009
ML17742a,2.08203125
ML07609a,2.06863290669635
ML03122a,1.97407407407407
ML073223a,1.96624314897857
ML11262a,1.96111111111111
ML08487a,1.90589569160998
ML16251a,1.90544871794872
ML190419a,1.85132904077926
ML02593a,1.82079663112347
ML00965a,1.80103359173127
ML07632a,1.79743008314437
ML435831a,1.78181003584229
ML03493a,1.77223892228902
ML223513a,1.76393565282454
ML05076a,1.61664312617702
ML09203a,1.61342592592593
ML29581a,1.56913580246914
ML038832a,1.54084967320261
ML084812a,1.52686202686203
ML047934a,1.49864262167927
ML064957a,1.49618736383442
ML06391a,1.48550724637681
ML35385a,1.42361111111111
ML085019a,1.38293650793651
ML07896a,1.32045088566828
ML04717a,1.25
ML42301a,1.15183080808081
ML05517a,1.09670781893004
ML08647a,1.0946163339063
ML008315a,1.09025306445235
ML21122a,1.08550347222222
ML07449a,1.07216610549944
ML25762a,1.06833824975418
ML154123a,1.06123737373737
ML063342a,1.05537037037037
ML002220a,1.01635021097046
ML004919a,0.978348995761931
ML174763a,0.976190476190476
ML41612a,0.972222222222222
ML08265a,0.93641975308642
ML26401a,0.921957671957672
ML01722a,0.919103313840156
ML06836a,0.877893518518518
ML082312a,0.877675840978593
ML01099a,0.86864406779661
ML05145a,0.862301587301587
ML01169a,0.861111111111111
ML08484a,0.817028985507246
ML02997a,0.813492063492063
ML128219a,0.811458333333333
ML08643a,0.731588707235846
ML165614a,0.729216626698641
ML078940a,0.717995169082126
ML08266a,0.715116279069767
ML03053a,0.700854700854701
ML127022a,0.694444444444444
ML45397a,0.668478260869565
ML279835a,0.666666666666667
ML10468a,0.654255319148936
ML19125a,0.64709595959596
ML08485a,0.643719806763285
ML073244a,0.643719806763285
ML233112a,0.639376218323587
ML33171a,0.611625514403292
ML148940a,0.556696611847666
ML075218a,0.531481481481481
ML04132a,0.527777777777778
ML10391a,0.506172839506173
ML06513a,0.491792929292929
ML311626a,0.472222222222222
ML124226a,0.453149452269171
ML085720a,0.44037037037037
ML007312a,0.410657051282051
ML143031a,0.365924588848777
ML11463a,0.364444444444444
ML20251a,0.344315245478036
ML05007a,0.336065573770492
ML092611a,0.333564315778668
ML075216a,0.333333333333333
ML005329a,0.331020968058005
ML31012a,0.325396825396825
ML064010a,0.3203125
ML05176a,0.318537212984956
ML13029a,0.305555555555556
ML006317a,0.280129928315412
ML063341a,0.277777777777778
ML212019a,0.274398324851569
ML01511a,0.270668538733323
ML046334a,0.26797385620915
ML190617a,0.25
ML327414a,0.216931216931217
ML015747a,0.194444444444444
ML21005a,0.162698412698413
ML25767a,0.153311965811966
ML04646a,0.148550724637681
ML127021a,0.138888888888889
ML014013a,0.137123745819398
ML05519a,0.121404399323181
ML22602a,0.109508547008547
ML133711a,0.0555555555555556
ML09351a,0.0555555555555556
ML03436a,0.0425275910712804
ML07924a,0.0264857881136951
ML007313a,0.0199805068226121
ML009617a,0
ML35308a,0
ML50514a,0
ML218927a,0
ML02998a,0
ML030229a,0
ML02393a,0
ML093048a,0
ML016317a,0
ML070216a,0
